epoch,train_loss,val_loss,train_ppl,val_ppl,train_bleu,val_bleu,train_chrf,val_chrf,lr
1,5.651941212635285,5.384959611099321,284.84387200494155,218.1012950580329,2.66237311912354,2.699795094883838,24.97812748529363,24.588182800289704,1.128e-05
2,4.974958158180619,4.23614740290747,144.7427687206903,69.14096578288859,1.718556082231885,1.4174704892538639,23.266575165164806,22.91219338742108,2.256e-05
3,4.151103581345004,3.776642830141129,63.504043519578836,43.6691904811518,0.9238167789523758,0.8521361454398831,22.263557741500513,21.862621741356445,2.9996188298094607e-05
4,3.884059869821859,3.6354690318601444,48.62121069847903,37.91963424339238,1.2049269714256976,1.051025091160406,23.56249754635368,23.067107160521044,2.9940940025172172e-05
5,3.8073350577691003,3.5890329875848894,45.03027574005081,36.19905406122387,1.1875987456297654,1.1009476776116174,23.590157434731772,23.366081911387095,2.9820190288368713e-05
6,3.7800468949772377,3.569333864998939,43.81809653603334,35.492942184054954,1.0967690624836457,1.126826116808046,23.641466478716495,23.478235148963915,2.9634468457624174e-05
7,3.7664095458661984,3.5594807804541597,43.22458998242575,35.14494446483888,1.3582708190654138,1.1494052078326973,23.928932978766397,23.652829781843206,2.9384588742203032e-05
8,3.7602099604328796,3.5534323933573853,42.957444395595246,34.93301579561665,1.150914506876122,1.1584938703960688,23.615407027058303,23.6090538315106,2.9071646621180008e-05
9,3.7551152255209534,3.549757848976019,42.73914416699293,34.80488842771815,1.326955835664452,1.1566078265632624,24.22390313924546,23.61948300036784,2.8697014040831743e-05
10,3.7528585535987977,3.547279966707343,42.642804684561426,34.71875277289778,1.3458422142644308,1.1538931646240216,24.203582667490682,23.64923884682145,2.8262333399989164e-05
11,3.750506517858437,3.545701964399406,42.5426251429886,34.66400970459711,1.3577377841986171,1.144090544206191,24.375932424438187,23.582079397179943,2.776951034971893e-05
12,3.749582385064125,3.544494939781409,42.50332826849974,34.62219463251261,1.3539163976615463,1.1401615644339782,24.32353789875861,23.617727904814245,2.7220705438900353e-05
13,3.7489130420459826,3.543715679382428,42.47488848152364,34.59522543668757,1.36250500858536,1.1657787356615341,24.32589524389943,23.74355089896598,2.6618324642323703e-05
14,3.747929284800637,3.543244392641129,42.433124048634646,34.57892500701691,1.3447438773388778,1.1547215405621998,24.24128951503213,23.67972254700328,2.5965008812835135e-05
15,3.7481659461970724,3.5427565258913414,42.44316751943115,34.562059213727,1.2288826223243021,1.1558759429077663,24.056999586794976,23.660493482564355,2.526362210377011e-05
16,3.7477547619715437,3.5424817122506367,42.42571914595949,34.552562393391874,1.321675105391724,1.1764016678579436,24.155830729274175,23.769864951479438,2.4517239412431824e-05
17,3.7478370869005397,3.542346999681664,42.42921198404763,34.54790804245409,1.112557001629058,1.1694737356815086,23.1251226181254,23.753117918382973,2.3729132899662608e-05
18,3.747093266770013,3.5420444145267402,42.39766401651273,34.537455939752085,1.2872359326553613,1.1605120062279732,23.846847195659837,23.734808216161767,2.290275764460699e-05
19,3.746779704472036,3.542060994535229,42.38437179163404,34.538028575811886,1.1887583292797501,1.1570845251721344,23.899920869217343,23.657907152513086,2.2041736497556184e-05
20,3.7465973230367027,3.54203322302101,42.37664237394356,34.53706941577892,1.2715394613970996,1.1668971512662156,23.990765196637838,23.74069107723106,2.114984419727959e-05
21,3.747264165967343,3.542039855024406,42.40491036244152,34.537298466500104,1.2363517147492973,1.154243629119371,23.766602960409468,23.729945455525773,2.0230990822473324e-05
22,3.747230662830023,3.5419967470023344,42.40348968870526,34.535809663965416,1.3628296333272711,1.1602153262423605,24.283700896102086,23.71401946058813,1.928920464987502e-05
23,3.7470253037193655,3.5419316704690154,42.394782639840514,34.53356226632434,1.412326984996135,1.1677575890982554,24.778757619027697,23.71412650984707,1.8328614494195414e-05
24,3.7467580298399237,3.541857474931027,42.38345313592395,34.53100012514424,1.121798865183825,1.1403389193911142,23.792222104926516,23.618961496904877,1.7353431607288857e-05
25,3.7468894852403025,3.541936644471562,42.38902503594552,34.53373403677819,1.3354373187371835,1.1776281498478534,24.381114033484298,23.75055474745432,1.6367931215917278e-05
26,3.7467309705060727,3.541897681451613,42.38230628343239,34.53238852442278,1.103531452103112,1.1551292855526816,23.3817390407362,23.680062323360136,1.5376433779046533e-05
27,3.7474851484552096,3.541975192991299,42.41428214049245,34.53506528676498,1.2324870391016953,1.1453453179766364,23.960963501756616,23.642200171946197,1.4383286046843627e-05
