epoch,train_loss,val_loss,train_ppl,val_ppl,train_bleu,val_bleu,train_chrf,val_chrf,lr
1,3.008571386905762,2.7040172595142473,20.25843777284059,14.939627696994016,6.33401600258883,4.14482834810082,33.726587180557225,31.917755222464944,1.128e-05
2,2.587462065410701,2.2286972293937657,13.295984407758144,9.287758375805993,13.88791777149783,14.95809805018316,42.186733472334055,41.73709390610086,2.256e-05
1,3.0084983357000015,2.704565284949321,20.256957923587503,14.947817236795593,2.5501962966647946,2.236996271744034,28.81134264722422,27.77556517565907,1.128e-05
3,2.2347946852167087,1.961000251004016,9.344563078283679,7.106431726811518,22.048619385713476,20.059624504068243,46.89162048445673,45.51730411121984,2.9996188298094607e-05
4,2.0433258882451746,1.847653411264104,7.716229887768784,6.34491313816481,22.9526883297548,21.676209125198632,48.48010130330106,46.93380446006195,2.9940940025172172e-05
2,2.5885766441911,2.2276400243832475,13.310812091619425,9.277944499668187,10.225184372230586,8.655482778308421,40.447308938727836,39.131644255931995,2.256e-05
5,1.9819489334966087,1.8145319372729012,7.256872373719091,6.138202441178885,25.16816811992093,22.38769843706422,48.70276321491207,47.53279411404803,2.9820190288368713e-05
3,2.2340141496769235,1.9590391327213617,9.337272160477703,7.092508830313339,21.949618366014548,18.138570524356023,46.72860938348539,45.06485224538322,2.9996188298094607e-05
6,1.9588966566198762,1.799567316886594,7.0914983892890024,6.047030450322766,21.23076759894961,22.661161504132206,46.499180727600034,47.85602048899538,2.9634468457624174e-05
4,2.042363678291508,1.8471304862306368,7.708808825448572,6.341596091608616,22.922869081973055,20.197100968156054,47.999186644264995,46.619488654503755,2.9940940025172172e-05
7,1.9436489513592723,1.7768326281315738,6.984189498199446,5.911104071692453,21.067166233236655,22.80436006412547,46.67468642872237,48.01327937600671,2.9384588742203032e-05
5,1.981359751788636,1.8142032415375788,7.252598016569575,6.136185171766013,25.44274784563393,20.949435682866707,48.76044863048047,47.22889367794353,2.9820190288368713e-05
8,1.922518485849027,1.7621418710556511,6.838158606732456,5.824900227947111,24.917438430495277,22.9175860822441,48.34920368999295,48.0957037373128,2.9071646621180008e-05
6,1.9593173815833678,1.7998018861158922,7.09448258740924,6.048449063970091,17.885237127878316,21.36236675513145,45.61785756299266,47.54236342994136,2.9634468457624174e-05
9,1.9100218554390005,1.7484285355708549,6.753236391864441,5.745566624372929,24.033615858757575,22.963824686745966,50.134891985548215,48.15268184348198,2.8697014040831743e-05
7,1.9444765028263773,1.7765287339835532,6.989971666656226,5.909307994679193,21.335692390302768,21.708780803740083,46.825759184721115,47.7455501444155,2.9384588742203032e-05
