epoch,train_loss,val_loss,train_ppl,val_ppl,train_bleu,val_bleu,train_chrf,val_chrf,lr
1,2.3620560435279163,2.142634675607191,10.612749310615785,8.521860415295313,13.409833110275041,13.156515346201555,37.86632129509157,37.58873985369519,1.128e-05
2,2.1404162883837845,1.885819916571046,8.502976582601283,6.591756917651852,18.304633858884742,17.882569880952147,41.93912974813972,41.820094149731624,2.256e-05
3,1.9402603605984883,1.7338042646777587,6.960562991083846,5.662153317644101,21.326867963723352,21.052777069046535,45.105326239477115,44.626986609220445,2.9996188298094607e-05
4,1.8341519039280891,1.6749923802352267,6.259822962292103,5.338754468864955,22.363171016691606,22.034551438556665,46.113600330519475,45.7052381873938,2.9940940025172172e-05
5,1.7945904549404057,1.6496333548479634,6.017009980419361,5.205071063210371,23.640614696952884,22.6465959661346,46.67974100176233,46.23846144287853,2.9820190288368713e-05
6,1.7763223004291002,1.6364716305698987,5.908088241128857,5.1370122213729905,23.22184622472033,23.02139379984743,46.73405773727776,46.50924383162953,2.9634468457624174e-05
7,1.766049777617589,1.6287441432396252,5.847707929928569,5.097469006137867,22.682838414901603,22.938568796210006,45.820796046422615,46.595034210864945,2.9384588742203032e-05
8,1.7595742908698855,1.623578689759036,5.8099635133498095,5.071206155280328,22.912887038118523,23.449056756482214,46.726596852959176,46.800578127270164,2.9071646621180008e-05
9,1.7552794296123535,1.6201596564830751,5.785064034326835,5.053897139598021,23.042502132001093,23.005866546937103,46.66614832900204,46.6968988871792,2.8697014040831743e-05
10,1.7526207696969747,1.6177521096289922,5.769703944146596,5.041744280597566,22.954437041295275,23.503687375119753,46.502710920297304,46.9386486821594,2.8262333399989164e-05
11,1.7501410219394422,1.6159631083859247,5.755414258459941,5.032732657118646,23.45580302437416,22.631932487127614,47.13624582877885,46.64746345848666,2.776951034971893e-05
12,1.7491258976001427,1.6148857334098299,5.749574761772491,5.027313436682925,22.776682640601486,23.452912724780766,47.23682012321434,46.9314052985702,2.7220705438900353e-05
13,1.7475718718966384,1.6140012430675081,5.740646713813249,5.022868792412583,23.7132677780678,23.53089934706242,47.134672507049906,46.946483472522786,2.6618324642323703e-05
14,1.7475091298960304,1.6134197504302925,5.7402865454526,5.01994888022809,24.830012254603517,23.29528701480419,47.502771413999774,46.93244142528056,2.5965008812835135e-05
15,1.7469235045425286,1.6130336823484415,5.736925872258979,5.018011212252857,23.65017427815851,23.46340943454207,47.7384231665557,46.96277104662146,2.526362210377011e-05
16,1.7463009561262133,1.612618031650411,5.73335546963225,5.015925905799324,23.19290265444556,23.9130878250093,46.75945608715739,47.099964069048674,2.4517239412431824e-05
17,1.7463852514661018,1.6124016900937082,5.733838785150601,5.01484086995396,22.466107039326413,23.426227059890063,46.41144774275469,46.97546645372951,2.3729132899662608e-05
18,1.7459193763814167,1.6123204126027921,5.731168154659404,5.0144332928343545,23.457755700137657,23.41266352917228,46.716257282633514,46.96198319138672,2.290275764460699e-05
19,1.7461915745163472,1.6122495936125454,5.732728380277694,5.014078188306117,23.847542414216072,23.451674116019216,47.21108451205647,46.992883525795634,2.2041736497556184e-05
20,1.7459164018697322,1.6121704078217634,5.731151107258116,5.013681160279429,23.779995944535944,23.535531199410613,47.04738829759098,46.9940076589861,2.114984419727959e-05
21,1.7456363266570263,1.6120928655096576,5.729546178653552,5.013292402922867,24.703832947806116,23.330571946646035,47.401044016292914,46.93464594183928,2.0230990822473324e-05
22,1.7453496500446033,1.6121069097819851,5.727903887178861,5.0133628114610485,23.315036794502525,23.54183980918809,46.588741873158455,46.98463400092666,1.928920464987502e-05
23,1.7455546882604074,1.6121360441767068,5.729078446782873,5.013508874879805,24.720287507751316,23.340355681451882,47.560154225137445,46.953095322857955,1.8328614494195414e-05
24,1.745623297555241,1.6120410212277683,5.729471528299522,5.013032499115658,23.90153695129662,23.51395266504389,46.99143265037923,46.99474428992049,1.7353431607288857e-05
25,1.7451785331137357,1.6121252868617326,5.726923829699987,5.013454943275792,24.037910410337,23.481175392099054,47.54231647451826,47.007815018355124,1.6367931215917278e-05
26,1.7454228055919412,1.6119976931535667,5.728322930450309,5.012815298777031,22.204608740574116,23.457513948490288,46.005085593691966,46.95512752850403,1.5376433779046533e-05
27,1.7452698088130048,1.6120142773474853,5.7274465825341565,5.012898432967379,23.51402085516876,23.516442681598846,46.68141450832852,47.02179200623849,1.4383286046843627e-05
28,1.745809988849175,1.612017414897686,5.730541270605379,5.012914161212538,22.51799751825936,23.463224790255286,46.491207011636256,47.00770942821006,1.339284200441255e-05
29,1.7453138678648827,1.6120465492924076,5.727698933959406,5.01306021155995,22.491440993217672,23.371960003707894,46.489586698782226,47.00362905820035,1.2409443783812073e-05
